Id,Title,Body,Tags,CreationDate,Y
1607010,bluebird.js vs bluebird.core.js what is the difference?,"<p>What is the difference between bluebird.js and bluebird.core.js? </p>

<p>When should I use bluebird.core.js instead of bluebird.js? </p>

<p>I haven't been able to find anything in the <a href=""http://bluebirdjs.com/docs/getting-started.html"">bluebird site</a> or elsewhere.</p>
",<bluebird>,2016-01-01 11:08:53,HQ
1607011,Create a temporary directory in PowerShell?,"<p><a href=""http://blogs.technet.com/b/heyscriptingguy/archive/2015/08/05/create-temporary-files-with-powershell-5-0.aspx"" rel=""noreferrer"">PowerShell 5 introduces the <code>New-TemporaryFile</code> cmdlet</a>, which is handy.  How can I do the same thing but instead of a file create a directory?  Is there a <code>New-TemporaryDirectory</code> cmdlet?</p>
",<powershell><temporary-directory>,2016-01-01 11:15:21,HQ
1607012,Can I throw from class init() in Swift with constant string loaded from file?,"<p>I'd like my class <em>init()</em> in Swift to throw an error if something goes wrong with loading a file into a string within the class. Once the file is loaded, the string will not be altered, so I would prefer to use <em>let</em>. This works:</p>

<pre><code>class FileClass {    
    var text: NSString = """"   
    init() throws {   
        do {
            text = try NSString( contentsOfFile: ""/Users/me/file.txt"", encoding: NSUTF8StringEncoding ) }
        catch let error as NSError {
            text = """"
            throw error
        }      
    }
}
</code></pre>

<p>but when I replace</p>

<pre><code>var text: NSString = """"
</code></pre>

<p>with</p>

<pre><code>let text: NSString
</code></pre>

<p>I get an <strong>All stored properties of a class instance must be initialized before throwing from an initializer</strong> error.</p>

<p>I've tried various approaches such as to make <em>text</em> optional</p>

<pre><code>let text: NSString?
</code></pre>

<p>but haven't found any that work. It it possible to have <em>text</em> be loaded from a file, immutable, and for <em>init()</em> to throw an error? Can I have my cake and eat it three?</p>

<p>Many thanks in advance!</p>
",<swift>,2016-01-01 13:33:36,HQ
1607013,Android: Create bigger Floating Action Button with bigger icon,"<p>I want to create a bigger Floating Action Button (FAB), more than the usual 56 dp, with a bigger icon inside.
(For my purpose an icon will never be self-explanatory so I will create a png-file containing a short text and use this png as icon.)</p>

<p>Increasing the size of the FAB works fine:<br>
as i don't use the mini-FloatingActionButton, i redefined the mini-button-size.<br>
in my <strong>layout-xml</strong> i specify: </p>

<pre><code>&lt;android.support.design.widget.FloatingActionButton
    ...
    app:fabSize=""mini""
    ....
</code></pre>

<p>and in the <strong>dimensions.xml</strong> i redefine the size for the mini-fab: </p>

<pre><code>&lt;dimen name=""fab_size_mini""&gt;80dp&lt;/dimen&gt;
</code></pre>

<p>However, I didn't manage to get a bigger icon on the FAB.
I tried icons with different dp's from the material icons library - no success. Also setting a padding on the FAB-layout did not work.</p>

<p>Any suggestions? Thanks!</p>
",<android><floating-action-button>,2016-01-01 14:20:01,HQ
1607014,Should I use the final modifier when declaring case classes?,"<p>According to <a href=""https://github.com/puffnfresh/wartremover"">scala-wartremover</a> static analysis tool I have to put ""final"" in front of every case classes I create: error message says ""case classes must be final"".</p>

<p>According to <a href=""https://github.com/sksamuel/scapegoat"">scapegoat</a> (another static analysis tool for Scala) instead I shouldn't (error message: ""Redundant final modifier on case class"")</p>

<p>Who is right, and why?</p>
",<scala><static-analysis><case-class><scala-wartremover>,2016-01-01 14:30:01,HQ
1607015,How do I make the Kotlin compiler treat warnings as errors?,"<p>I have a Kotlin project where I'd like to have Kotlin warnings treated as errors. How can I do that?</p>
",<kotlin>,2016-01-01 16:48:38,HQ
1607016,Difference between uwsgi_pass and proxy_pass in Nginx?,"<p>I'm running uWSGI behind Nginx and have been using <code>proxy_pass</code> to get Nginx to hit uWSGI. Is there any benefit to switch to <code>uwsgi_pass</code>. If so, what is it?</p>
",<nginx><uwsgi>,2016-01-01 17:35:31,HQ
1607017,How to play gif in android from url?,"<p>I want to play animated gif from url in android app like imgur app. Imagur is superb and very fast. I am loading gif with webview but its not up to the mark.</p>
",<android><animated-gif>,2016-01-01 18:52:16,HQ
1607018,What does the double backslash mean in a function parameter in Elixir?,"<p>I recently came across a code snippet such as:</p>

<pre><code>def loop(ring_pid \\ self, nil, true) do
  #some code 
end
</code></pre>

<p>What do the double backslashes mean?  I googled around and found <a href=""http://elixir-lang.org/getting-started/sigils.html"" rel=""noreferrer"">http://elixir-lang.org/getting-started/sigils.html</a>, but that applies to regular expressions not function params.</p>
",<elixir>,2016-01-01 18:59:11,HQ
1607019,How to make Xcode automatically conform to a protocol,"<p>When I use a prototype table view, I always have to conform to the protocol <code>TableViewDataSource</code>. I always forget what methods I need to implement, so I have to look at the source of the protocol every time. This is really time consuming.</p>

<p>I think Xcode must have a feature that automatically implements the needed methods for you, right? Just like IntelliJ IDEA, Eclipse, and Visual Studio.</p>

<p>I want to know where can I find this feature. If there's isn't, is there a workaround for this? At least I don't have to open the source code of the protocol each time I conform to it.</p>

<p>If you don't understand what I mean, here's some code:</p>

<p>I have a protocol</p>

<pre><code>protocol Hello {
    func doStuff ()
}
</code></pre>

<p>When I conform to it,</p>

<pre><code>class MyClass: Hello {

}
</code></pre>

<p>I often don't remember the names of the methods that I need to implement. If Xcode has a feature that turns the above code, into this:</p>

<pre><code>class MyClass: Hello {
    func doStuff () {
        code
    }
}
</code></pre>

<p>Now you understand what I mean? I just want to ask where to find such a feature.</p>
",<ios><xcode><swift><interface><code-generation>,2016-01-01 19:49:23,HQ
1607020,java mongodb driver how do you catch exceptions?,"<p>I want to be able to detect if a mongo server is available from the java driver for the purpose of reacting to any abnormal events as one would in JDBC land etc. It all works fine when the server is up but I am struggling to understand why it is so difficult to detect errors. I have a feeling its because the mongo client runs in a different thread and it doesn't re throw to me or something?</p>

<pre><code>try {
        MongoClient mongoClient = new MongoClient(""localhost"", 27017);
        MongoDatabase db = mongoClient.getDatabase(""mydb"");
        // if db is down or error getting people collection handle it in catch block
        MongoCollection&lt;Document&gt; people = commentarr.getCollection(""people"");
    } catch (Exception e) {
        // handle server down or failed query here.
    }
</code></pre>

<p>The result is </p>

<pre><code>INFO: Exception in monitor thread while connecting to server localhost:27017
</code></pre>

<p>With the resulting stack trace containing a few different exceptions which I have tried to catch but my catch blocks still didn't do anything.</p>

<pre><code>com.mongodb.MongoSocketOpenException: Exception opening socket
Caused by: java.net.ConnectException: Connection refused
</code></pre>

<p>I am using the java mongodb driver 3.0.4, most posts I read are from an older API with hacks like <code>MongoClient.getDatabaseNames()</code> which throws a <code>MongoException</code> if errors, except this is deprecated now and replaced with <code>MongoClient.listDatabaseNames()</code> which doesn't have the same error throwing semantics.</p>

<p>Is there a way to just execute a mongo query from the java driver in a try catch block and actually have the exception caught?</p>
",<mongodb-java>,2016-01-01 19:59:35,HQ
1607021,How to delete compiled JS files from previous typescript(.ts) files?,"<p>I am following <a href=""https://angular.io/docs/ts/latest/quickstart.html"" rel=""noreferrer"">Angular 2 quick start</a> tutorial. Following is my folder structure - </p>

<pre><code>â”œâ”€â”€ gulpfile.js
â”œâ”€â”€ index.html
â”œâ”€â”€ js
|   â”œâ”€â”€ app.component.js
|   â””â”€â”€ boot.js
â”œâ”€â”€ source
|   â”œâ”€â”€ app.component.ts
|   â””â”€â”€ boot.ts
â”œâ”€â”€ node_modules
    â”œâ”€â”€ module 1
    â””â”€â”€ module 2
</code></pre>

<p>My typescript files are in <code>source/</code> directory. I'm compiling it to <code>js/</code> directory. I'm using gulp-typescript.</p>

<p>The problem is when I, for example, rename the file <code>boot.ts</code> to <code>bootstrap.ts</code> and compile again, corresponding <code>bootstrap.js</code> file is created but the old <code>boot.js</code> file still remains in the js/ directory.</p>

<p>Now the folder structure looks like following-</p>

<pre><code>â”œâ”€â”€ gulpfile.js
â”œâ”€â”€ index.html
â”œâ”€â”€ js
|   â”œâ”€â”€ app.component.js
|   â””â”€â”€ bootstrap.js
|   â””â”€â”€ boot.js
â”œâ”€â”€ source
|   â”œâ”€â”€ app.component.ts
|   â””â”€â”€ bootstrap.ts
â”œâ”€â”€ node_modules
    â”œâ”€â”€ module 1
    â””â”€â”€ module 2
</code></pre>

<p>I want to delete this <code>boot.js</code> autonomically via gulp task. How to achieve this?</p>
",<javascript><typescript><gulp><angular>,2016-01-01 20:10:18,HQ
1607022,AndroidStudio show usage of RAM,"<p>I have seen on other AndroidStudio-pictures, that there is a RAM usage at the right bottom. I tried to setup this statuslist o the bottom. But a rightclick didn`t help me. How can I switch on the RAM usage in AndroidStudio ?</p>
",<android-studio><ram>,2016-01-01 20:33:57,HQ
1607023,Why is the const&& overload of as_const deleted?,"<p>On a <a href=""http://talesofcpp.fusionfenix.com/post-23/interlude"" rel=""noreferrer"">blog on the progress of C++17</a> I read the following:</p>

<blockquote>
  <p><code>P0007</code> proposes a helper function template <code>as_const</code>, which simply
  takes a reference and returns it as a reference to <code>const</code>.</p>

<pre><code>template &lt;typename T&gt; std::add_const_t&lt;T&gt;&amp; as_const(T&amp; t) { return t }
template &lt;typename T&gt; void as_const(T const&amp;&amp;) = delete;
</code></pre>
</blockquote>

<p>Why is the <code>const&amp;&amp;</code> overload deleted?</p>
",<c++><templates><constants><c++17>,2016-01-01 21:10:21,HQ
1607024,How to backspace or delete?,"<p>In Windows 10, when I launch MS PowerShell to ssh through a container in Kitematic at windows, I've noticed that I can't backspace or delete, instead I get ^H for backspace instead of actually delete previous character.</p>

<p>Do I miss something?</p>
",<powershell><docker><kitematic>,2016-01-01 22:42:24,HQ
1607025,"visualvm fails with ""No jdkhome found"" on Ubuntu 15.10 with Oracle JDK","<p>I installed Oracle JDK from the <code>webupd8team/java</code> PPA, and then installed the <code>visualvm</code> package. When starting <code>visualvm</code>, I get the following error message:</p>

<pre><code>[beni:~]$ visualvm
No jdkhome found
</code></pre>

<p>My <code>$JAVA_HOME</code> is set correctly to <code>/usr/lib/jvm/java-7-oracle</code>.</p>

<p>Also, when starting <code>visualvm</code> with the <code>jdkhome</code> property set, I get the same error:</p>

<pre><code>[beni:~]$ visualvm --jdkhome $JAVA_HOME
No jdkhome found
</code></pre>
",<java><visualvm><oraclejdk>,2016-01-01 23:06:53,HQ
1607026,Why use contextlib.suppress as opposed to try/except with pass?,"<p>Why would one use <a href=""https://docs.python.org/3/library/contextlib.html#contextlib.suppress""><code>contextlib.suppress</code></a> to suppress an exception, instead of <code>try</code>/<code>except</code> with a <code>pass</code>?</p>

<p>There is no difference in the amount of characters between these two methods (if anything, <code>suppress</code> has more characters), and even though code is often counted in LOC instead of characters, <code>suppress</code> also seems to be much slower than <code>try</code>/<code>except</code> in both cases, when an error is raised and when it's not:</p>

<pre><code>Python 3.5.0 (v3.5.0:374f501f4567, Sep 13 2015, 02:27:37) [MSC v.1900 64 bit (AMD64)] on win32
Type ""copyright"", ""credits"" or ""license()"" for more information.
&gt;&gt;&gt; from timeit import timeit
&gt;&gt;&gt; # With an error
&gt;&gt;&gt; timeit(""""""with suppress(ValueError):
    x = int('a')"""""", setup=""from contextlib import suppress"")
1.9571568971892543
&gt;&gt;&gt; timeit(""""""try:
    x = int('a')
except ValueError:
    pass"""""")
1.0758466499161656
&gt;&gt;&gt; # With no error
&gt;&gt;&gt; timeit(""""""with suppress(ValueError):
    x = int(3)"""""", setup=""from contextlib import suppress"")
0.7513525708063895
&gt;&gt;&gt; timeit(""""""try:
    x = int(3)
except ValueError:
    pass"""""")
0.10141028937128027
&gt;&gt;&gt; 
</code></pre>
",<python><python-3.x>,2016-01-02 00:00:48,HQ
1607027,"In Android Studio 2.0, Cannot find local variable of method in debug mode","<p>After Updating the android version 1.5 to 2.0 Preview4. Android studio Debugger unable to find the local variable defined in method definition. For reference, find the below screenshot.</p>

<p><a href=""https://i.stack.imgur.com/U971h.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/U971h.png"" alt=""enter image description here""></a></p>
",<android><android-studio><gradle>,2016-01-02 01:07:31,HQ
1607028,Cannot resolve symbol 'RequestQueue',"<p>I am new to android studio and volley library so please bear with me.</p>

<p>I've added volley library by GitHub and then and added this line to build gradle file: compile 'com.android.support:appcompat-v7:23.0.1'</p>

<p>And now I am trying some tutorials about request and response from api, but for some reason I cannot make an instance of RequestQueue why? 
I am using Android 4.0.3 IceCreamSandwish</p>

<p>Thank you</p>
",<android><android-studio><android-volley>,2016-01-02 01:54:04,HQ
1607029,How do I run webpack from SBT,"<p>I'm developing a Play 2.4 application and would like SBT to run webpack to generate static assets during compilation. </p>

<p>I tried <a href=""https://github.com/stejskal/sbt-webpack"">https://github.com/stejskal/sbt-webpack</a> but it does't seem to work for me.</p>
",<playframework><sbt><webpack>,2016-01-02 03:06:44,HQ
1607030,Add an element on the last Jekyll loop of posts,"<p>I'm sure this is simple but cant find the answer.</p>

<p>There is a standard Jekyll/Liquid post iterator. How do i use the <code>{% if %}</code> statement below to put the <code>&lt;hr&gt;</code> element for each post <strong>except</strong> the last?</p>

<pre><code>&lt;ul class=""post-list""&gt;
    {% for post in site.posts %}
      {% if post.url %}
      &lt;br&gt;
        &lt;li&gt;
          &lt;h2&gt;
            &lt;a class=""post-link"" href=""{{ post.url | prepend: site.baseurl }}""&gt;{{ post.title }}&lt;/a&gt;
          &lt;/h2&gt;
          &lt;span class=""post-meta""&gt;{{ post.date | date: ""%b %-d, %Y"" }}&lt;/span&gt;
        &lt;/li&gt;

        **** {% if post != $last %} ***** How do i do this??
          &lt;hr&gt;
        {% endif %}
      {% endif %}
    {% endfor %}
  &lt;/ul&gt;
</code></pre>
",<jekyll><liquid>,2016-01-02 04:17:27,HQ
